review_id,Username,Address,Rating,Language,ID_clause,Clause,topic,code,topic_name
20012,Alan R,Golden Bridge,3,en,20012.d,Would not go unless the weather conditions were decent.,10,VE,Visit Evaluation
3101,Anthony,Ba Na Hills,2,en,3101.h,"The various 3D, 4D, 5D, 6D etc experiences were novel",10,VE,Visit Evaluation
35789,Tegan Mordin,My Son,5,en,35789.c,"An amazing space, some nice places to eat before entering.",5,LC,Local Consumption
24997,LoulouF18,Hoa Lo Prison,2,en,24997.a,"As an American, this was hard to walk through.",3,RA,Recreational Activities
13180,Raja S,Cat Cat Village,4,en,13180.f,The water wheel and the waterfall is nice to see.,3,RA,Recreational Activities
50041,Alessandro Jinn B,Saigon Central Post Office,3,en,50041.a,"A nice building, designed by Eifel, with the option of purchasing from the usual tourist stalls...",10,VE,Visit Evaluation
45284,Nicholas O,Old Quarter,1,en,45284.b,Pavements stuffed with mopeds.,10,VE,Visit Evaluation
67594,Mel_E23,White Sand Dunes,4,en,67594.d,We unfortunately missed the sunrise,9,CT,Coastal Tourism
40610,SouthernhighlandsAB,Notre Dame Cathedral of Saigon,4,en,40610.b,"but the outside was great, the garden out the front was a picture, and being tended for by gardeners.",10,VE,Visit Evaluation
25452,Rashpal Singh,Hoi An Ancient Town,5,en,25452.g,A must-visit in Vietnam!,10,VE,Visit Evaluation
67533,Bernie S,White Sand Dunes,4,en,67533.b,Like they were randomly placed there.,10,VE,Visit Evaluation
57275,Per H,The Independence Palace,3,en,57275.e,On the top you find a helicopter and each floor have a unique story- so bring your guide with you.,12,HL,Historical Learning
48888,Celestina B,Saigon Central Post Office,5,en,48888.a,I must say that the Saigon Central Post Office is truly a unique and beautiful attraction.,7,UH,Urban Heritage
18435,shirleenheng,Fairy Stream,2,en,18435.b,but the walk there have already sapped up my energy.,10,VE,Visit Evaluation
21142,jw6969,Ho Chi Minh's Mausoleum,4,en,21142.a,We managed to get there just before 12 noon.,10,VE,Visit Evaluation
55041,Mazen J,Temple Of Literature,3,en,55041.a,This temple is an illustration of Vietnamese history.,12,HL,Historical Learning
28902,PF2UK,Hue Imperial City,2,en,28902.a,Not all it’s cracked up to be.,10,VE,Visit Evaluation
17451,Sebastian,Fairy Stream,4,de,17451.c,"Partly lined by high white rock slopes, which pass into red sand.",9,CT,Coastal Tourism
32851,cristabern,Japanese Bridge,2,en,32851.b,I get it that this bridge is really old and holds so much history,12,HL,Historical Learning
53342,Tracy Vo,Temple Of Literature,5,en,53342.a,"If you love education, this is a must-visit spot.",10,VE,Visit Evaluation
56389,Thành Nguyễn,The Independence Palace,4,vi,56389.b,"although it's been for years and history of war, it's still upright, strong, and steady, and also in the courtyard, there's tanks and old planes that are displayed here.",12,HL,Historical Learning
2988,Iain D,Ba Na Hills,3,en,2988.b,Very good for us as I’m sure the place gets packed.,8,TCr,Tourist Crowding
6195,Jessie kwan,Cai Rang Floating Market,3,en,6195.g,Our tour guide said that there would be flowers on the boats for sale near lunar new year and it would be prettier.,9,CT,Coastal Tourism
17198,thkk1361,Fairy Stream,5,vi,17198.a,"To win the wild natural landscape, the fresh, clear stream of water, the beautiful view of the two sides of the road as a colorful vivid painting, the fresh, cool air that makes you feel like you're in the wild is exciting.",0,EL,Experiential Landscape
22826,lovemeow111,Ho Chi Minh's Mausoleum,1,en,22826.l,"I also got yelled at a few times, and the language barrier served to exacerbate the situation.",10,VE,Visit Evaluation
17750,Alina Sytova,Fairy Stream,4,ru,17750.d,but the barefoot was a little nasty.,10,VE,Visit Evaluation
20188,08Pab,Golden Bridge,2,en,20188.b,It's a stopover on the cable car up the hill to the rest of the theme park.,3,RA,Recreational Activities
53943,Y T,Temple Of Literature,4,en,53943.a,This is where Vietnam's first university was founded And now it has become a tourist destination. …,10,VE,Visit Evaluation
10965,[ T ] im,Cu Chi Tunnel,5,en,10965.n,"In addition to the main tunnel tour, Bến Dược offers deeper insight into civilian life before and during the war.",12,HL,Historical Learning
60496,Nguyen Hien,Tra Su Cajuput Forest,5,en,60496.a,"Great experience on the boat seeing lots of birds in their homes, wonderful views.",9,CT,Coastal Tourism
23870,Serena,Hoa Lo Prison,4,en,23870.d,Give yourself time to read the many moving stories.,10,VE,Visit Evaluation
52346,Monman S,Tam Coc-Bich Dong,3,en,52346.o,"Once on land, a guy approached us with a picture of us on the boat.",9,CT,Coastal Tourism
40686,Knut H,Notre Dame Cathedral of Saigon,4,en,40686.c,Vietnamese vendors were also trying to sell trinkets there.,5,LC,Local Consumption
40740,Simon D,Notre Dame Cathedral of Saigon,4,en,40740.a,"Just across the road from the Post Office, so two for the price of one, and they are both worth looking at.",1,TC,Travel Costs
15422,Han Nguyen,Dragon Bridge,4,en,15422.d,The dragon then blows 3-5 flames every two or three …,10,VE,Visit Evaluation
30736,SeasickSausage,Ha Long Bay,2,en,30736.e,The cave bit was so full it was hazardous.,0,EL,Experiential Landscape
6965,Tanveer Hossain (Rayvee),Cat Ba Island,5,en,6965.c,Less crowded and the kayaking was a great experience. Also more affordable.,8,TCr,Tourist Crowding
67447,Manuela R,White Sand Dunes,4,en,67447.f,The three of us then went over the dunes.,9,CT,Coastal Tourism
212,yen nhi nguyen,An Bang Beach,5,vi,212.a,"Nice beach, sending a civilian car to a family of four.",9,CT,Coastal Tourism
47546,Byun Jong-il,Po Nagar Cham Towers,3,en,47546.a,A popular spot for taking photos.,10,VE,Visit Evaluation
50817,0_Herlihy,Saigon Central Post Office,2,en,50817.c,"Good to see the workings of the old building, every space has been sub let and used in order to sell, sell, sell to the thronging tourists.Walk around it, take a couple of snaps and be on your way.",7,UH,Urban Heritage
12299,katglat20,Cu Chi Tunnel,1,en,12299.a,"While the history of Cu Chi is certainly fascinating, what has been done to this area is heartbreaking.",12,HL,Historical Learning
28304,luan do,Hue Imperial City,4,vi,28304.a,It's a tough place to go to once in a lifetime with Vietnamese to understand and experience.,12,HL,Historical Learning
53596,Jenny Nguyen,Temple Of Literature,5,en,53596.b,"As exam season approaches, students often come here to pray for success in their exams.",10,VE,Visit Evaluation
45905,Sshuddho G,Po Nagar Cham Towers,5,en,45905.a,The Champa Kingdom had a pretty long run in Vietnam spread across a few centuries and this is the best preserved relic from that era.Though it is in active use,12,HL,Historical Learning
67136,Dan N,White Sand Dunes,5,en,67136.b,but worth the trip if you’ve never visited sand dunes One of two unique dunes to the area as they also have red sand dunes also ( the latter is much more touristy with plastic butt slide you can ride down the red dunes When you arrive at base camp of the white dunes you can elect to walk up to the top of two locations or take a ride on a quad ( worth the 300k $vnd per person as they will take you by quad then 4wd drive to the Sahara water side of the dune Have fun and enjoy a little,1,TC,Travel Costs
63405,Vivan Bhimani,VinWonders Phu Quoc,5,en,63405.b,First u finish with River safari then enjoy the other parkss had an amazing day,3,RA,Recreational Activities
32467,vl_tbo,Japanese Bridge,3,en,32467.a,He a quick look at night and walked over.,5,LC,Local Consumption
7945,Arkka S,Cat Ba Island,3,en,7945.a,"The island itself is naturally beautiful, indeed.",9,CT,Coastal Tourism
27333,Việt Nguyễn Quốc,Hue Imperial City,5,vi,27333.a,"The city's architecture is so beautiful, and it's a beautiful place to take pictures in a sunny day, so many architectures, sculptures, and timber posts are still intact, and there are stones that identify people who pass the entire place, labelboards, flowers, lots of things to explore, lots of beautiful angles.",3,RA,Recreational Activities
45201,Alice S,Old Quarter,1,en,45201.b,"I didn’t expect that, I really thought that the this was a pleasant place to visit.",10,VE,Visit Evaluation
10310,왕경민,Crazy House Hang Nga Villa,2,en,10310.b,It looks good in photos....,10,VE,Visit Evaluation
68416,Livvy,White Sand Dunes,1,en,68416.c,"Between ourselves we decided to rent one for the cost of 500,000 dong.",1,TC,Travel Costs
28390,BTS1972,Hue Imperial City,4,en,28390.c,"while retreating here, the palast city and citadel were more or less flattened.",7,UH,Urban Heritage
3865,withsol,Ben Thanh Market,4,ko,3865.c,"and I paid $50,000 for it.",1,TC,Travel Costs
39122,Kayl3igh20,Nha Trang Beach,1,en,39122.a,Went to Vinpearl for a fun day out.,3,RA,Recreational Activities
61966,Martinholter,VinWonders Nha Trang,4,en,61966.b,"though a bit expensive,the cable car ride out to the island is spectacular and we'll worth doing.",1,TC,Travel Costs
56581,Jolien Van Genechten,The Independence Palace,4,nl,56581.b,It is highly recommended to go with a guide.,10,VE,Visit Evaluation
68078,Renee S,White Sand Dunes,3,en,68078.d,We argued till we finally got some money refunded.,1,TC,Travel Costs
49998,John,Saigon Central Post Office,3,en,49998.d,The surrounding area is worth a stroll especially the cathedral and book stalls.,7,UH,Urban Heritage
64567,Noam Akselbant,VinWonders Phu Quoc,2,en,64567.a,"I get that when it’s raining, outdoor rides are closed. Logical.",2,SE,Service Experience
7943,Scott,Cat Ba Island,3,en,7943.b,"but if any one is thinking about booking with them do not do it, cost us 200 USD between two people and they put us in a tiny little tinny with a small 40HP engine tech screwed into the back of it.",1,TC,Travel Costs
34775,안창현,Lake of the Restored Sword,3,ko,34775.i,"When I asked the hotel staff, they said it was a scam.",1,TC,Travel Costs
62797,Алексей Поваров,VinWonders Nha Trang,2,ru,62797.n,It's understandable that a businessman wants people to take a ticket for two days (it's more money for a park),1,TC,Travel Costs
31016,castaway22,Ha Long Bay,1,en,31016.f,I would not swim or kayak in this water.,10,VE,Visit Evaluation
29273,Minh Hồng,Ha Long Bay,5,vi,29273.a,I like to watch the sunset,9,CT,Coastal Tourism
8950,Shelley Williams,Crazy House Hang Nga Villa,4,en,8950.c,The architecture and engineering to build the place is beyond belief.,4,CA,Cultural Attractions
8880,리퍼팩트,Crazy House Hang Nga Villa,4,en,8880.b,"The entrance fee is 80,000 VND.",1,TC,Travel Costs
28225,gingerone889,Hue Imperial City,5,en,28225.a,We changed our original itinerary to include an overnight stop in Hue to visit the Imperial City and it was worth it.,7,UH,Urban Heritage
33431,Norbert Knüppel,Japanese Bridge,1,de,33431.c,"Why no pedestrian zone, at least in front of the bridge?",4,CA,Cultural Attractions
39320,Dan Nguyen,Notre Dame Cathedral of Saigon,5,en,39320.c,"It has two bell towers, reaching a height of 58 meters (190 feet).",7,UH,Urban Heritage
57697,Ma T,The Independence Palace,2,en,57697.b,The museum next to the palace offered more information so most of the time was spent inside there.,12,HL,Historical Learning
60506,David N,Tra Su Cajuput Forest,5,en,60506.a,Great experience! We started at 9:30 which we thought was too late,10,VE,Visit Evaluation
52396,The_Pale_Ridah,Tam Coc-Bich Dong,3,en,52396.n,"They were both horrified & shocked, I wonder why...",10,VE,Visit Evaluation
54061,Sophie G 🏖🧚🏻‍♀️☀️🌴,Temple Of Literature,4,en,54061.e,"(a little more than €1, depending on the course.",10,VE,Visit Evaluation
24721,I am a girl.,Hoa Lo Prison,3,en,24721.b,"Maybe it was because I went with high expectations, but I found it just okay.",10,VE,Visit Evaluation
40049,Samigirlbuqs,Notre Dame Cathedral of Saigon,4,en,40049.a,Its beautiful. It was raining when we went and we were supposed to attend the 4pm mass however we couldn’t find the entrance.,10,VE,Visit Evaluation
7888,lonig,Cat Ba Island,3,en,7888.d,but can imagine it is mental in the peak season.,0,EL,Experiential Landscape
62274,Nikita N,VinWonders Nha Trang,3,en,62274.q,It was a fun day out overall and we probably would recommend it if you had a day to spare in Nha Trang.,3,RA,Recreational Activities
46854,George G,Po Nagar Cham Towers,4,en,46854.a,The towers representing the old culture of people that once populated that area are definitely a must visit place.,4,CA,Cultural Attractions
8369,June & Monday,Crazy House Hang Nga Villa,5,en,8369.h,"really nothing interesting, only lot of tourists.The view should have been charming, maybe 60 years ago, now you see only greenhouses plans.",10,VE,Visit Evaluation
26197,Gon Freeces,Hoi An Ancient Town,5,en,26197.e,And what makes this place is the most wonderful place in Vietnam is the locals.,10,VE,Visit Evaluation
24426,fryldlife,Hoa Lo Prison,3,en,24426.b,"Although, We have recently visited Tuol Sleng prison in Cambodia which seemed a lot more informative and emotive, so we were a bit underwhelmed.",12,HL,Historical Learning
9455,keiichitokunaga,Crazy House Hang Nga Villa,3,en,9455.a,It doesn't feel like a hotel at all! I'd,10,VE,Visit Evaluation
59847,Dominik Müller,The Marble Mountains,2,de,59847.b,the elevator is completely overrated.,7,UH,Urban Heritage
10218,JJPParis,Crazy House Hang Nga Villa,2,en,10218.e,000 vnd for motobike parking which is more than twice thé price every where else in Vietnam !,1,TC,Travel Costs
48603,Yulia K,Po Nagar Cham Towers,2,en,48603.b,"We spent no more than 20 minutes there, so it felt like we were driving longer than we were there.",10,VE,Visit Evaluation
519,Travelling Man,An Bang Beach,4,en,519.b,Nice walk up and down the beach followed by a few drinks and snacks.Didn’t swim as it was a bit cold,5,LC,Local Consumption
17904,Cécile & Manu,Fairy Stream,3,fr,17904.c,The toilets throughout the walk distort the site and spoil the magic of the places.,11,EC,Environmental Conditions
8007,jesc83,Cat Ba Island,2,en,8007.a,"I’m sure it used to be nice Not what we expected, if you’ve experienced the Whitsundays or Daintree in Australia or explored the beaches of New Zealand don’t bother with Cat Ba unless you’re into overdeveloped tourist traps with loud karaoke bars.",9,CT,Coastal Tourism
26994,Ayesha Connolly,Hoi An Ancient Town,2,en,26994.k,"but for us, it didn’t feel magical. And that’s okay.",10,VE,Visit Evaluation
12951,윤시아,Cat Cat Village,5,ko,12951.b,"but I think it's very difficult for the uncomfortable people to see the bridge for about 20 minutes, so don't think about going back to the falls of love, because there's so many stairs to visit, and if you see them, you must use them because there's a motorcycle or a taxi around you.",4,CA,Cultural Attractions
61236,vi na,Tra Su Cajuput Forest,2,vi,61236.a,"So the online figure is that people rowed on a straight canal with two rows of very beautiful straight trees, and in fact they rowed around, and the trees grew in a rough way, not as beautiful as those canals, and they saw this beautiful tea forest that was supposed to be going the same way",0,EL,Experiential Landscape
11228,Mayank Jangra,Cu Chi Tunnel,4,en,11228.a,Tunnels which were used in war with america to hide.,12,HL,Historical Learning
18370,0lsen,Fairy Stream,2,en,18370.e,I ended up cutting my foot on a rock in the stream and was bleeding everywhere.,0,EL,Experiential Landscape
4138,Coyote-Travelerz,Ben Thanh Market,3,en,4138.a,"If you’ve never been to a market in Southeast Asia, this is a cultural experience.",5,LC,Local Consumption
19418,Joe D,Golden Bridge,5,en,19418.d,but even so many of the views and caves have lots of climbing.,0,EL,Experiential Landscape
16619,Chirp chirp,Dragon Bridge,2,en,16619.c,"It's lit up at night, and apparently water comes out at set times.",5,LC,Local Consumption
19063,Phạm Cao Lương,Golden Bridge,5,vi,19063.a,"The golden bridge is the most remarkable place in Miss Now, and in the morning it's going to be crowded by people, and it's very difficult to get a picture of it, and then it's going to be able to go play the other spots first afternoon and then come back here to take pictures and then go up the cable, and get more winter and cooler in the afternoon, so you can walk down the hall to get a full view of the bridge.",8,TCr,Tourist Crowding
42348,mireille chuchap,Notre Dame Cathedral of Saigon,2,en,42348.a,We were unable to visit the cathedral as the site is under construction,2,SE,Service Experience
50135,Ian K,Saigon Central Post Office,3,en,50135.c,The most popular item ought to be the postcards which you can immediately mail back home.,10,VE,Visit Evaluation
41659,Tim E,Notre Dame Cathedral of Saigon,3,en,41659.d,"The front facade looks impressive and the inside looked good from the outside, of what I could see.",10,VE,Visit Evaluation
51894,stevehawkins2016,Tam Coc-Bich Dong,4,en,51894.c,Also check out mermaid cave which is also there,0,EL,Experiential Landscape
25518,KaramjaHead,Hoi An Ancient Town,5,en,25518.d,"In some shops, you can even choose a shirt color on the spot and have a custom print made on it.",5,LC,Local Consumption
21603,Stephen C,Ho Chi Minh's Mausoleum,3,en,21603.d,while to go through the mausoleum.,7,UH,Urban Heritage
58871,Didier Ruez,The Marble Mountains,4,fr,58871.a,Beautiful place to visit through a walk to the pagoda.,4,CA,Cultural Attractions
34165,Gia Bảo,Lake of the Restored Sword,5,en,34165.j,"The park surrounding the lake is a popular gathering place for morning exercises, socializing, and people-watching.",3,RA,Recreational Activities
40943,Dapple of the World,Notre Dame Cathedral of Saigon,3,en,40943.b,First time I see a catholic church closed.,2,SE,Service Experience
43190,Ngo Duong Tuong Vi,Notre Dame Cathedral of Saigon,1,en,43190.a,"I bought my ticket, was ""old enough"" to get in",1,TC,Travel Costs
12835,Alex Jablonski,Cat Cat Village,5,en,12835.b,"We visited during the weekend, and I suspected that many people dressed in the ethnic group's beautiful clothes made it a unique experience.",10,VE,Visit Evaluation
65222,Beverly (Beverly),War Remnants Museum,5,en,65222.q,I spent 3 hours in the museum.,12,HL,Historical Learning
2612,Sherri Bell,Ba Na Hills,4,en,2612.h,but most to all amusement park activities were shut down when we arrived.,3,RA,Recreational Activities
44186,Harsha Jaswani,Old Quarter,4,en,44186.b,"The cuisine and shopping were excellent, and the locals were exceptionally hospitable and welcoming, despite the language barrier. …",5,LC,Local Consumption
47044,Anonymous guest,Po Nagar Cham Towers,4,en,47044.e,It's a miniature version of Angkor Wat.,10,VE,Visit Evaluation
819,RichardS069,An Bang Beach,3,en,819.i,"We got a couple of lounges and settled in, next thing you know she is pulling up another lounge and putting it in between ours and the next ones effectively meaning you had 6 lounges against each other with no room between them.",2,SE,Service Experience
35474,801estee,Lake of the Restored Sword,1,en,35474.a,Overpriced and overrated,1,TC,Travel Costs
46868,Alina Kuptsova,Po Nagar Cham Towers,4,en,46868.i,Parking is available for a fee.,1,TC,Travel Costs
20773,logo369,Ho Chi Minh's Mausoleum,5,en,20773.b,but the grounds gave it a 5 due to historical value.,10,VE,Visit Evaluation
41401,840clementl,Notre Dame Cathedral of Saigon,3,en,41401.c,The are also renovating it so perhaps that's the reason.,10,VE,Visit Evaluation
2495,The Saint,Ba Na Hills,5,en,2495.a,"Once I stepped into the city above the hills 8 felt I've been transferred to another continent wish outstanding atmosphere with music and dancing shows ever now and then in the whole area, a park with free games to play, French and European style restaurants and Cafe shops, views above the clouds... Wow it's fascinating.",5,LC,Local Consumption
26887,Catherine P,Hoi An Ancient Town,4,en,26887.d,but you can get bespoke clothes made.,10,VE,Visit Evaluation
44720,Raphaël S,Old Quarter,2,fr,44720.c,You are mostly solicited by donut sellers or even card sellers...,5,LC,Local Consumption
53466,Nirmala,Temple Of Literature,5,en,53466.a,"A lively atmosphere for New Year's, with a show of songs and dances.",3,RA,Recreational Activities
31074,Mary3Mary,Ha Long Bay,1,en,31074.l,Don't get me wrong...,10,VE,Visit Evaluation
30767,elizab54,Ha Long Bay,2,en,30767.d,but the thing that concerned me most was just how overly-crowded and polluted the waters were where we cruised.,11,EC,Environmental Conditions
38312,Nguyễn Tài Nguyên (Nguyên),Nha Trang Beach,4,vi,38312.a,"The beach is steep, and the beauty is normal, and the waves are strong, and you lose your glasses when you first go down to the sea, and many Russian and Chinese customers.",9,CT,Coastal Tourism
52260,aurelie691,Tam Coc-Bich Dong,3,fr,52260.a,The problem with organized excursions is that everything is set to the nearest minute.The decor is very nice,2,SE,Service Experience
53644,Garfieldluvr,Temple Of Literature,5,en,53644.a,This place is a must while in Hanoi.,10,VE,Visit Evaluation
64076,James Middleton,VinWonders Phu Quoc,3,en,64076.g,"We queued to get in, on entry there weren't any tables available and after asking for help finding a seat we were put on the end of a table with another family, no problem",10,VE,Visit Evaluation
38706,Sutter34,Nha Trang Beach,3,en,38706.c,"However, a river feeds into one end of the bay, and the result is that the silt that it carries turns the water a muddy brown for the whole length of the beach.",9,CT,Coastal Tourism
9305,Rasmus H,Crazy House Hang Nga Villa,3,en,9305.c,but it's not finished,10,VE,Visit Evaluation
43967,Kelowna Guy,Old Quarter,4,en,43967.d,but you have to be aware of the traffic.,10,VE,Visit Evaluation
52974,Jorge,Tam Coc-Bich Dong,1,en,52974.a,I don't suggest to go to this 300 meter strip of tourist-trap in Tam Coc.,10,VE,Visit Evaluation
48914,Dirk V,Saigon Central Post Office,5,en,48914.a,A very beautiful historic building with a stunning facade.,10,VE,Visit Evaluation
61090,Trung Hà,Tra Su Cajuput Forest,3,vi,61090.a,"Kasil ecosystem 12/20 comes back after 2 years, the tour area has a marked renovation, upgrade, and the price of entry has also gone up.",3,RA,Recreational Activities
8525,Юлия Мирошниченко,Crazy House Hang Nga Villa,5,en,8525.l,It's sometimes hard to tell where the entrance and exit are. One corridor gives way to another.,10,VE,Visit Evaluation
10033,DitoCo,Crazy House Hang Nga Villa,3,en,10033.c,Especially if you are traveling with young children.,3,RA,Recreational Activities
11537,Blog,Cu Chi Tunnel,3,de,11537.c,On site you can shoot - if you want.,10,VE,Visit Evaluation
50651,finallyretired2015,Saigon Central Post Office,2,en,50651.b,"Price is right, free.",10,VE,Visit Evaluation
4842,K A,Ben Thanh Market,2,en,4842.g,"If you don’t buy, they get visibly upset.",10,VE,Visit Evaluation
65460,Anna Tear,War Remnants Museum,5,en,65460.c,It really shows how amazingly Vietnam has recovered.,3,RA,Recreational Activities
26931,Trip_lover_MI_2016,Hoi An Ancient Town,3,en,26931.d,In the evening on the river there are boats with very nice lanterns.,5,LC,Local Consumption
63796,Bill Moy,VinWonders Phu Quoc,4,en,63796.u,"For any family journeying to Phu Quoc, VinWonders promises a day filled with wonder, excitement, and laughter.",10,VE,Visit Evaluation
12413,JamesAnge,Cu Chi Tunnel,1,en,12413.g,but obviously would be more hot?,10,VE,Visit Evaluation
4546,ewan m,Ben Thanh Market,2,en,4546.d,but the aggressive selling is just too off putting.,10,VE,Visit Evaluation
54572,beapohl,Temple Of Literature,3,en,54572.e,"Nevertheless, it is definitely worth a visit.",10,VE,Visit Evaluation
4398,Dak94402,Ben Thanh Market,3,en,4398.b,Higher prices ( all relative) than other markets. Prepare to bargain.,1,TC,Travel Costs
67075,MihaiS_Dv,White Sand Dunes,5,en,67075.a,"Dune sloapes, way to go!",9,CT,Coastal Tourism
63308,Saigon Storage,VinWonders Phu Quoc,5,en,63308.a,A lot to do so really requires more than 1 day to see it all.,10,VE,Visit Evaluation
41953,Charlotte S,Notre Dame Cathedral of Saigon,3,en,41953.a,"Beautiful looking building, unable to enter due to religious festival and unclear as to when next open when asked",2,SE,Service Experience
44050,gamahoz,Old Quarter,4,en,44050.c,"There are some really cute little shops with wonderful things to take home for youself and family, great coffee can be found everywhere, food is on every corner, and also the most magnificent flowers in roadside florists.Walking the streets can be a little hair raising, as the footpaths are virtually impossible to walk on so you do have to share the road as a pedestrian, dodging bikes, people and cars.",5,LC,Local Consumption
68148,kuglen04,White Sand Dunes,3,en,68148.a,Take care of children beggin!!,3,RA,Recreational Activities
28191,Garry G,Hue Imperial City,5,en,28191.b,We really enjoyed the cultural experience our guide was so informative and helpful.,12,HL,Historical Learning
61618,Nguyễn Hồ Thiên Phú (darwin),VinWonders Nha Trang,5,vi,61618.c,"the better and the better scene at night, if you're going to experience it, I'm going to have to give it up to people who like it.",5,LC,Local Consumption
14987,Eチャンネル,Dragon Bridge,5,en,14987.d,"There are events on Fridays, Saturdays, and Sundays.",10,VE,Visit Evaluation
43964,Ambler_12,Old Quarter,4,en,43964.m,Ask your hotel to call them - Mai Linh and - they're there in no time - with a stated fare up front!,10,VE,Visit Evaluation
2223,Family Travellers & Realtor,Ba Na Hills,5,en,2223.b,"Known for its stunning landscapes and the famous Golden Bridge held up by giant hands, Bà Nà Hills provides an escape into the clouds with cool weather and picturesque scenery.",4,CA,Cultural Attractions
68355,woods147,White Sand Dunes,2,en,68355.c,Our tour guide droped us off and then he headed to the resturant to wait our arrival back from the dunes.,9,CT,Coastal Tourism
47418,Drlongpants,Po Nagar Cham Towers,3,en,47418.a,It’s not a negative review. But how do you rate an actual place of worship?,10,VE,Visit Evaluation
64073,sanjay nathan,VinWonders Phu Quoc,3,en,64073.k,Need further training or improvement or in long run many would avoid this theme park. Just a feedback.,3,RA,Recreational Activities
63261,Sean Esler,VinWonders Phu Quoc,5,en,63261.a,An Asian Disneyland with none of the crowds.,8,TCr,Tourist Crowding
40326,Guillaume Level,Notre Dame Cathedral of Saigon,4,en,40326.c,Take the opportunity to visit it as well.,10,VE,Visit Evaluation
9062,Balazs Tamas,Crazy House Hang Nga Villa,4,en,9062.h,There are many places where you can take good photos.,10,VE,Visit Evaluation
27316,Đàoo Lànhh,Hue Imperial City,5,vi,27316.a,"The day we left for the Consensus is still renovating, and I think it's done, and it's a beautiful video, and it's a good day to come back here with a long picture of memories, so beautiful and personal.",6,VR,Visitor Response
31005,Maximilien,Ha Long Bay,1,fr,31005.a,"After a first visit 2 years ago, I decided to revisit the beautiful bay of Halong.",9,CT,Coastal Tourism
15631,Quack H,Dragon Bridge,3,en,15631.b,The bridge was just a bridge to me,4,CA,Cultural Attractions
2538,Yutha,Ba Na Hills,5,en,2538.b,Should stay at the hotel there for getting full atmosphere and avoid full of tourists.,10,VE,Visit Evaluation
52248,Wafiy H,Tam Coc-Bich Dong,3,en,52248.d,"In Trang An, you won't see any of these, and my friend and I gladly gave a tip to our rower without her asking for it.",6,VR,Visitor Response
50137,antonello m,Saigon Central Post Office,3,en,50137.b,"It's adjacent to the Notre Dame Cathedral, currently under restoration.",7,UH,Urban Heritage
15240,Julia F,Dragon Bridge,4,en,15240.b,Glad we did....never realised how crowded it gets.,8,TCr,Tourist Crowding
52970,Abi9207,Tam Coc-Bich Dong,1,en,52970.j,"I experienced nothing like this when I took the Trang An boat tour, which is longer and goes through many more cave systems. Dont bother with Tam Coc.",9,CT,Coastal Tourism
66994,Kristen G,War Remnants Museum,1,en,66994.d,I would not advise anyone go and pay entry fee if you have a weak stomach.,1,TC,Travel Costs
2306,martin_cordy,Ba Na Hills,5,en,2306.b,Ba Na hills is going to be a marmite attraction.,0,EL,Experiential Landscape
67316,Tristram S,White Sand Dunes,5,en,67316.b,but I was pleasantly surprised.,10,VE,Visit Evaluation
2754,21plus2days,Ba Na Hills,4,en,2754.b,Don't expect too much from the amusement park,3,RA,Recreational Activities
65728,Odyssey19420068110,War Remnants Museum,4,en,65728.c,"but distressing visit, my daughter and her husband didn't get as far as the Agent Orange room and I don't blame them for not wanting to see it.",12,HL,Historical Learning
48053,leanne wg,Po Nagar Cham Towers,3,en,48053.c,"Hoards of tourists clutching cameras, hard to get photos without a photo bomb.",12,HL,Historical Learning
8210,Katherine H,Crazy House Hang Nga Villa,5,en,8210.a,Much larger and cooler than I'd thought. Definitely worth a trip.,10,VE,Visit Evaluation
8341,Play Gamming C,Crazy House Hang Nga Villa,5,en,8341.a,One of Da Lat's most attractive tourist destinations.,10,VE,Visit Evaluation
1826,Stephen B,An Bang Beach,1,en,1826.e,Far worse than anywhere else we encountered on our holiday.,10,VE,Visit Evaluation
21456,Aigerim Shaikheslyamova,Ho Chi Minh's Mausoleum,3,en,21456.a,The mausoleum is closed for two months.,2,SE,Service Experience
52441,Jamie R,Tam Coc-Bich Dong,3,en,52441.b,The ride from Hanoi was a bout 3 hours.,3,RA,Recreational Activities
29364,Shoshanna C,Ha Long Bay,5,en,29364.c,The sunset from our cabin's balcony was incredibly romantic.,9,CT,Coastal Tourism
40771,janeblog,Notre Dame Cathedral of Saigon,4,en,40771.g,There is an english mass at 9.30am and of course many others on Sunday as well.,10,VE,Visit Evaluation
43838,Alex K,Old Quarter,4,en,43838.a,We stayed 2 nights in Hanoi and did a street food tour by scooter.,5,LC,Local Consumption
24300,Mike R,Hoa Lo Prison,3,en,24300.c,But don't put high on the list.,10,VE,Visit Evaluation
47821,Olga6652014,Po Nagar Cham Towers,3,en,47821.e,but then sat and admired the views of the city and took photos.,7,UH,Urban Heritage
67075,MihaiS_Dv,White Sand Dunes,5,en,67075.c,"Seeing the whole view, feeling the joy to be present here, the sunset and the happy people, delighted to be here.",9,CT,Coastal Tourism
3943,DRW44,Ben Thanh Market,4,en,3943.c,"Some basic refreshments but good, modern WCs (pay). Good disabled access.",10,VE,Visit Evaluation
10265,Claudiu Udroiu,Crazy House Hang Nga Villa,2,en,10265.a,don't stay here. very noisy from 7 am. poor services.,8,TCr,Tourist Crowding
25098,Stephenbkk20156,Hoa Lo Prison,2,en,25098.e,"Bizarrely, most of the prison site is now a luxury housing development.",12,HL,Historical Learning
